10141.txt,"This ensemble, with a perplexity of 23.7, far surpassed the previous state-ofthe-art ensemble , which had a perplexity of 41.",
10142.txt,"V ectors with numeric components, representing individual words, obtained by language modeling techniques are called embeddings.",
10143.txt,This is usually done either by the use of principle component analysis or by capturing internal states in a neural language model.,
10144.txt,"Typically, word embeddings have between 50 and 300 dimensions.",
10145.txt,"An overused example is that of the distributed representations of the words king, queen, man, a n d woman.",
10146.txt,"If one takes the embedding vectors for each of these words, computation can be performed to obtain highly sensible results.",
10147.txt,"Recent Advances and Challenges: Language modeling has been evolving on a weekly basis, beginning with the works of Radford and Peters.",
10148.txt,"Radford introduced generative pretraining which pretrained a language model based on the transformer model , learning dependencies of words in sentences and longer segments of text, rather than just the immediately surrounding words.",
10149.txt,"Peters incorporated bidirectionalism to capture backward context in addition to the forward context, in their Embeddings from Language Models .",
10150.txt,"In addition, they captured the vectorizations at multiple levels, rather than just the final layer.",
10151.txt,"This allowed for multiple encodings of the same information to be captured, which was empirically shown to significantly boost the performance.",
10152.txt,"Devlin  added the additional unsupervised training tasks of random masked neighbor word prediction and nextsentence-prediction, in which given a sentence, another sentence was predicted to either be the next sentence or not.",
10153.txt,"These Bidirectional Encoder Representations from Transformers  were further built upon by Liu to create multitask DNN representations, which are the current state of the art in language modeling.",
10154.txt,The model used a stochastic answer network ontop of a BERT-like model.,
10155.txt,"After pretraining, the model was trained on a number of different tasks before being fine-tuned to the task at hand.",
10156.txt,"Using MT-DNN as the language modeling, they achieved state-ofthe-art results on ten out of eleven of the attempted tasks.",
10157.txt,"While these pretrained models have made excellent headway in ""understanding"" language, as is required for some tasks such as entailment inference, it has been hypothesized by some that these models are learning templates or syntactic patterns present within the data sets, unrelated to logic or inference.",
10158.txt,"When new data sets are created by removing such patterns carefully, the models do not perform well .",
10159.txt,"In addition, while there has been recent work on cross-language modeling and universal language modeling, the amount and level of work need to pick up to address low-resource languages.",
10160.txt,"Morphology Morphology is concerned with finding segments within single words, including roots and stems, prefixes, suffixes, and—in some languages—infixes.",
10161.txt,Luong  constructed a morphologically aware language modeling.,
10162.txt,An RvNN was used to model the morphological structure.,
10163.txt,A neural language model was then placed on top of the RvNN.,
10164.txt,"The model was trained on the WordSim353 data set , and segmentation was performed using Morfessor .",
10165.txt,Two models were constructed—one using context and one not.,
10166.txt,It was found that the model that was insensitive to context overaccounted for certain morphological structures.,
10167.txt,"In particular, words with the same stem were clustered together even if they were antonyms.",
10168.txt,"As such, one recent study by Belinkov examined the extent to which morphology was learned and used by a variety of neural machine translation models.",
10169.txt,"A number of translation models were constructed, all translating from English to French, German, Czech, Arabic, or Hebrew.",
10170.txt,"Encoders and decoders were LSTM-based models  or character aware CNNs, and the models were trained on the WIT3 corpus.",
10171.txt,"The decoders were then replaced with POS taggers and morphological taggers, fixing the weights of the encoders to preserve the internal representations.",
10172.txt,The effects of the encoders were examined as were the effects of the Authorized licensed use limited to: University of Canberra.,
10173.txt,The study concluded that the use of attention mechanisms decreases the performance of encoders but increases the performance of decoders.,
10174.txt,"Furthermore, it was found that character-aware models are superior to others for learning morphology and that the output language affects the performance of the encoders.",
10175.txt,"Specifically, the more morphologically rich the output language, the worse the representations created by the encoders.",
10176.txt,Morita analyzed a new morphological language model for unsegmented languages such as Japanese.,
10177.txt,They constructed an RNN-based model with a beam search decoder and trained it on an automatically labeled  corpus and a manually labeled corpus.,
10178.txt,"The model performed a number of tasks jointly, including morphological analysis, POS tagging, and lemmatization.",
10179.txt,"The model was then tested on the Kyoto Text Corpus and the Kyoto University Web Document Leads Corpus , outperforming all baselines on all tasks.",
10180.txt,A recent line of work in morphology is universal morphology.,
10181.txt,"This task considers the relationships between the morphologies of different languages and how they relate to each other, aiming toward the ultimate goal of a single morphological analyzer.",
10182.txt,"However, to the authors' knowledge, there has been only a single study applying deep learning to this area.",
10183.txt,"For those wishing to apply deep learning to this task, several data sets are already available, including one from a CoNLL shared task .",
10184.txt,"In addition to universal morphology, the development of morphological embeddings, which considers the structures of words could aid in multilanguage processing.",
10185.txt,"They could possibly be used across cognate languages, which would be valuable when some languages are more resourced than others.",
10186.txt,"In addition, morphological structures may be important in handling specialized language, such as that used in biomedical literature.",
10187.txt,"Since deep learning has become quite entrenched in NLP , better handling of morphological components is likely to improve the performance of overall models.",
10188.txt,Parsing Parsing examines how different words and phrases relate to each other within a sentence.,
10189.txt,There are at least two distinct forms of parsing: constituency parsing and dependency parsing.,
10190.txt,"In constituency parsing, phrasal constituents are extracted from a sentence in a hierarchical fashion.",
10191.txt,Dependency parsing looks at the relationships between the pairs of individual words.,
10192.txt,"Most recent uses of deep learning in parsing have been in dependency parsing, within which there exists another major divide in types of solutions.",
10193.txt,Graph-based parsing constructs a number of parse trees that are then searched to find the correct one.,
10194.txt,"Most graph-based approaches are generative models, in which a formal grammar, based on the natural language, is used to construct the trees.",
10195.txt,More popular in recent years than graph-based approaches have been transition-based approaches that usually construct only one parse tree.,
10196.txt,"While a number of modifications have been proposed, the standard method of transition-based dependency parsing is to create a buffer containing all of the words in the sentence and stack containing only the ROOT label.",
10197.txt,"Words are then pushed onto the stack, where connections,known as arcs, are made between the top two items.",
10198.txt,"Once dependencies have been determined, words are popped off the stack.",
10199.txt,The process continues until the buffer is empty and only the ROOT label remains on the stack.,
10200.txt,Three major approaches are used to regulate the conditions in which each of the previously described actions takes place.,
10201.txt,In the arc-standard approach all dependents are connected to a word before the word is connected to its parent.,
10202.txt,"In the arc-eager approach , words are connected to their parents as soon as possible, regardless of whether or not their children are all connected to them.",
10203.txt,"Finally, in the swap-lazy approach , the arc-standard approach is modified to allow swapping of positions on the stack.",
10204.txt,This makes the graphing of nonprojective edges possible.,
10205.txt,"Early Neural Parsing: One early application of deep learning to NLP , that of Socher , included the use of RNNs with probabilistic context-free grammars.",
10206.txt,"As far as the authors are aware, the first neural model to achieve state-of-the-art performance in parsing was that of Le and Zuidema .",
10207.txt,"Such performance was achieved on the PTB for both labeled attachment score and unlabeled attachment score  by using an inside-out recursive neural network, which used two vector representations  to allow both top-down and bottom-up flows of data.",
10208.txt,"Vinyals created an LSTM with an attention mechanism in a syntactic constituency parser, which they tested on data from domains different from those of the test data, showing that neural models can generalize between domains.",
10209.txt,Embeddings were first used in dependency parsing by Stenetorp .,
10210.txt,This approach used an RNN to create a directed acyclic graph.,
10211.txt,"While this model did produce results within 2% of the state of the art, by the time it reached the end of a sentence, it seemed to have difficulty in remembering phrases from early in the sentence.",
10212.txt,Transition-Based Dependency Parsing: Chen and Manning  pushed the state of the art in both UAS and LAS on both English and Chinese data sets on the English PTB.,
10213.txt,They accomplished this by using a simple FFNN as the decision-maker in a transition-based parser.,
10214.txt,"By doing so, they were able to subvert the problem of sparsity persistent in the statistical models.",
10215.txt,"Chen and Manning used a simple greedy search, which was replaced by Zhou with a beam search, achieving a significant improvement.",
10216.txt,Weiss improved upon Chen and Manning's work by using a deeper neural network with residual connections and a perceptron layer placed after the softmax layer.,
10217.txt,"They were able to train on significantly more examples than typical by using tritraining, a process in which potential data samples are fed to two other parsers, and those samples upon which both of the parsers agree are used for training the primary parser.",
10218.txt,Another model was produced using an LSTM instead of a feedforward network.,
10219.txt,"Unlike previous models, this model was given knowledge of the entire buffer and the entire stack and had knowledge of the entire history of transition decisions.",
10220.txt,"This allowed for better predictions, generating stateof-the-art scores on the Stanford Dependency Treebank, as well as state-of-the-art results on the CTB5 Chinese data set .",
10221.txt,"Finally, Andor  used a feedforward Authorized licensed use limited to: University of Canberra.",
10222.txt,"Notably, their model required significantly less computation than comparable models.",
10223.txt,"Much like Stenentorp , Wang  used an alternative algorithm to produce directed acyclic graphs, for a task called semantic parsing, where deeper relationships between the words are found.",
10224.txt,The task seeks to identify what types of actions are taking place and how words modify each other.,
10225.txt,"In addition to the typical stack and buffer used in transition-based parsing, the algorithm employed a deque.",
10226.txt,"This allowed for the representation of multiparented words, which although rare in English, are common in many natural languages.",
10227.txt,"Furthermore, it allowed for multiple children of the ROOT label.",
10228.txt,"In addition to producing said graphs, this article is novel in its use of two new LSTM-based techniques: Bi-LSTM subtraction and incremental Tree-LSTM.",
10229.txt,"Bi-LSTM subtraction built on previous work ,  to represent the buffer as a subtraction of the vectors from the head and tail of the LSTM, in addition to using an additional LSTM to represent the deque.",
10230.txt,"Incremental Tree-LSTM is an extension of Tree-LSTM, modified for directed acyclic graphs, by connecting children to parents incrementally, rather than connecting all children to a parent simultaneously.",
10231.txt,The model achieved the best published scores at the time for 14 of the 16 evaluation metrics used on SemEval-2015 Task 18  and SemEval-2016 Task 9.,
10232.txt,"While deep learning had been applied to semantic parsing in particular domains, such as QA , to the authors' knowledge, this was the first time it was applied in large scale to semantic parsing as a whole.",
10233.txt,Generative Dependency and Constituent Parsing: Dyer proposed a model that used RNN grammars for parsing and language modeling.,
10234.txt,"While most approaches take a bottom–up approach to parsing, this took a top–down approach, taking as input the full sentence in addition to the current parse tree.",
10235.txt,"This allowed the sentence to be viewed as a whole, rather than simply allowing local phrases within it to be considered.",
10236.txt,This model achieved the best results in English generative parsing as well as in single sentence language modeling.,
10237.txt,It also attained results close to the best in Chinese generative parsing.,
10238.txt,"Choe and Charniak  treated parsing as a language modeling problem and used an LSTM to assign probabilities to the parse trees, achieving state of the art.",
10239.txt,Fried  wanted to determine whether the power of the models came from the reranking process or simply from the combined power of two models.,
10240.txt,"They found that while using one parser for producing candidate trees and another for ranking them was superior to a single parser approach, combining two parsers explicitly was preferable.",
10241.txt,"They used two parsers to both select the candidates and rerank them, achieving state-ofthe-art results.",
10242.txt,"They extended this model to use three parsers, achieving even better results.",
10243.txt,"Finally, an ensemble of eight such models was constructed and achieved the best results on PTB at the time.",
10244.txt,A model created by Dozat and Manning  used a graph-based approach with a self-attentive network.,
10245.txt,"Similarly, Tan used a self-attentional model for semantic role labeling and a subtask of semantic parsing, achieving excellent results.",
10246.txt,"They experimented with recurrent and convolutional replacements to the feedforward portions of the self-attention mechanism, finding that the feedforward variant had the best performance.",
10247.txt,"Another novel approach is that of Duong , who used active learning.",
10248.txt,"While not perfect, this is a possible solution to one of the biggest problems in semantic parsing—the availability of data.",
10249.txt,"Universal Parsing: Much like universal morphology, universal dependency parsing, or universal parsing, is the relatively new task of parsing language using a standardized set of tags and relationships across all languages.",
10250.txt,"While current parsing varies drastically from language to language, this attempts to make it uniform between them, in order to allow for easier processing between and among them.",
10251.txt,"Nivre discussed the recent development of universal grammar and presented the challenges that lie ahead, mainly the development of tree banks in more languages and the consistency of labeling between tree banks in different languages.",
10252.txt,This task has gained traction in large part because it has been a CoNLL shared task for the past two years .,
10253.txt,"A number of approaches from the 2018 task included using deep transition parsing , graph-based neural parsing, and a competitive model, which used only a single neural model, rather than an ensemble .",
10254.txt,"The task has begun to be examined outside of CoNLL, with Liu applying universal dependencies to the parsing of tweets, using an ensemble of bidirectional LSTM.",
10255.txt,"Remaining Challenges: Outside of universal parsing, a parsing challenge that needs to be further investigated is the building of syntactic structures without the use of treebanks for training.",
10256.txt,"Attempts have been made using attention scores and Tree-LSTMs, as well as ""outside-inside"" autoencoders.",
10257.txt,"If such approaches are successful, they have the potential use in many environments, including in the context of low-resource languages and out-of-domain scenarios.",
10258.txt,"While a number of other challenges remain, these are the largest and are expected to receive the most focus.",
10259.txt,"D. Semantics Semantic processing involves understanding the meaning of words, phrases, sentences, or documents at some level.",
10260.txt,"Word embeddings, such as Word2Vec and GloVe , claim to capture meanings of words, following the distributional hypothesis of meaning .As a corollary, when vectors corresponding to phrases, sentences, or other components of text are processed using a neural network, a representation that can be loosely thought to be semantically representative is computed compositionally.",
10261.txt,"In this section, neural semantic processing research is separated into two distinct areas: work on comparing the semantic similarity of two portions of text and work on capturing and transferring meaning in high-level constituents, particularly sentences.",
10262.txt,"Semantic Comparison: One way to test the efficacy of an approach to computing semantics is to see if two similar phrases, sentences, or documents, judged by humans to have similar meaning also are judged similarly by a program.",
10263.txt,Hu proposed two CNNs to perform a semantic comparison task.,
10264.txt,"The first model, ARC-I, inspired by Bordes, used a Siamese network, in which two CNNs sharing weights evaluated two sentences in parallel.",
10265.txt,"In the second network, connections were placed between the Authorized licensed use limited to: University of Canberra.",
10266.txt,The approach outperformed a number of existing models in tasks in English and Chinese.,
10267.txt,"Building on prior work Yin and Schütze  proposed a Bi-CNN-MI , consisting of a pretrained CNN sentence model, a CNN interaction model, and a logistic regressor.",
10268.txt,They modified a Siamese network using dynamic CNNs.,
10269.txt,"In addition, the feature maps from each level were used in the comparison, rather than simply the top-level feature maps.",
10270.txt,They achieved state-of-the-art results on the Microsoft Research Paraphrase Corpus .,
10271.txt,"He constructed feature maps, which were then compared using a ""similarity measurement layer"" followed by a fully connected layer and then a log-softmax output layer within a CNN.",
10272.txt,The windows used in the convolutional layers ranged in length from one to four.,
10273.txt,"The network was trained and evaluated on three data sets: MSRP , the Sentences Involving Compositional Knowledge data set , and the Microsoft Video Paraphrase Corpus.",
10274.txt,State-of-the-art results were achieved on the first and the third.,
10275.txt,Tai  concocted a model using an RvNN with LSTM-like nodes called a Tree-LSTM.,
10276.txt,Two variations were examined and tested on both the SICK data set and Stanford Sentiment Treebank.,
10277.txt,The constituency-based model achieved state-of-the-art results on the Stanford Sentiment Treebank and the dependency-based one achieved state-of-the-art results on SICK.,
10278.txt,"He and Lin presented another model, which outperformed that of Tai  on SICK.",
10279.txt,The model formed a matrix of the two sentences before applying a "similarity focus layer" and then a 19-layer CNN followed by dense layers with a softmax output.,
10280.txt,"The similarity focus layer matched semantically similar pairs of words from the input sentences and applied weights to the matrix locations representing the relations between the words in each pair.Extending from neural language modeling, sentence modeling attempts to capture the meaning of sentences in vectors.",
10281.txt,"Taking this a step further are models, such as that of Le and Mikolov , which attempt to model paragraphs or larger bodies of text in this way.",
10282.txt,"Kalchbrenner generated the representations of sentences using a dynamic convolutional neural network , which used a number of filters and dynamic k-max-pooling layers.",
10283.txt,"Due to dynamic pooling, features of different types and lengths could be identified in sentences with varying structures without padding of the input.",
10284.txt,This allowed not only short-range dependencies but also long-range dependenciesto be identified.,
10285.txt,The DCNN was tested in applied tasks that require semantic understanding.,
10286.txt,It outperformed all comparison models in predicting sentiment of movie reviews in the Stanford Sentiment Treebank and in identification of sentiment in tweets .,
10287.txt,It was also one of the top performers in classifying types of questions using the TREC database .,
10288.txt,"Between their requirement for such understanding and their ease of examination due to the typical encoder–decoder structure they use, NMT systems are splendid testbeds for researching internal semantic representations.",
10289.txt,"Poliak trained encoders on four different language pairs: English and Arabic, English and Spanish, English and Chinese, and English and German.",
10290.txt,"The decoding classifiers were trained on four distinct data sets: Multi NLI , which is an expanded version of SNLI, as well as three recast data sets from the JHU Decompositional Semantics Initiative.",
10291.txt,"None of the results were particularly strong, although they were strongest in SPR.",
10292.txt,This led to the conclusion that NMT models do a poor job of capturing paraphrased information and fail to capture inferences that help in anaphora resolution.,
10293.txt,"They did, however, find that the models learn about protoroles.",
10294.txt,A concurrent work analyzed the quality of many data sets used for natural language inference.,
10295.txt,"Herzig and Berant found that training semantic parsers on a single domain, as is often done, is less effective than training across many domains.",
10296.txt,This conclusion was drawn after testing three LSTM-based models.,
10297.txt,"The first model was a one-to-one model, in which a single encoder and a single decoder were used, requiring the network itself to determine the domain of the input.",
10298.txt,"In the second model, a many-to-many model, a decoder was used for each domain, as were two encoders: the domain-specific encoder and a multidomain encoder.",
10299.txt,"The third model was a one-to-many model, using a single encoder but separate decoders for each domain.",
10300.txt,Each model was trained on the "OVERNIGHT" data set .,
10301.txt,"Exceptional results were achieved for all models, with a stateof-the-art performance exhibited by the one-to-one model.",
10302.txt,Similar conclusions were drawn by Brunner.,
10303.txt,who created several LSTM-based encoder–decoder networks and analyzed the embedding vectors produced.,
10304.txt,"A single encoder accepting English sentences as input was used, as were four different decoders.",
10305.txt,"The first such decoder was a replicating decoder, which reproduced the original English input.",
10306.txt,The second and third decoders translated the text into German and French.,
10307.txt,"Finally, the fourth decoder was a POS tagger.",
10308.txt,"Different combinations of decoders were used; one model had only the replicating decoder, while others had two, three, or all four.",
10309.txt,Sentences of 14 different structures from the EuroParl data set  were used to train the networks.,
10310.txt,A set of test sentences were then fed to the encoders and their output analyzed.,
10311.txt,"In all cases, 14 clusters were formed, each corresponding to one of the sentence structures.",
10312.txt,Analysis showed that adding more decoders led to more correct and more definitive clusters.,
10313.txt,"In particular, using all four of the decoders led to zero error.",
10314.txt,"Furthermore, the researchers confirmed a hypothesis that just as logical arithmetic can be performed on word embeddings, so can it be performed on sentence embeddings.",
10315.txt,"3) Semantic Challenges: In addition to the challenges already mentioned, researchers believe that being able to solve tasks well does not indicate actual understanding.",
10316.txt,Integrating deep networks with general word graphs or knowledge graphs may be able to endow a sense of understanding.,
10317.txt,"Graph embedding is an active area of research, and work on integrating language-based models and graph models has only recently begun to take off, giving hope for better machine understanding.",
10318.txt,Authorized licensed use limited to: University of Canberra.,
10319.txt,"All areas of applied NLP discussed have witnessed growth in recent years, with the largest growth occurring in the last two to three years.",
10320.txt,"E. Summary of Core Issues Deep learning has generally performed very well, surpassing existing states of the art in many individual core NLP tasks and has thus created the foundation on which useful natural language applications can and are being built.",
10321.txt,"However, it is clear from examining the research reviewed here that natural language is an enigmatically complex topic, with myriad core or basic tasks, of which deep learning has only grazed the surface.",
10322.txt,"It is also not clear how architectures for ably executing individual core tasks can be synthesized to build a common edifice, possibly a much more complex distributed neural architecture, to show competence in multiple or ""all"" core tasks.",
10323.txt,"More fundamentally, it is also not clear, how mastering of basic tasks, may lead to superior performance in applied tasks, which are the ultimate engineering goals, especially in the context of building effective and efficient deep learning models.",
10324.txt,"Many, if not most, successful deep learning architectures for applied tasks, discussed in Section IV, seem to forgo explicit architectural components for core tasks and learn such tasks implicitly.",
10325.txt,"Thus, some researchers argue that the relevance of the large amount of work on core issues is not fully justified, while others argue that further extensive research in such areas is necessary to better understand and develop systems which more perfectly perform these tasks, whether explicitly or implicitly.While the study of core areas of NLP is important to understanding how neural models work, it is meaningless in and of itself from an engineering perspective, which values the applications that benefit humanity, not pure philosophical and scientific inquiry.",
10326.txt,Current approaches to solving several immediately useful NLP tasks are summarized here.,
10327.txt,"Note that the issues included here are only those involving the processing of text, not the processing of verbal speech.",
10328.txt,"Because speech processing requires expertise on several other topics including acoustic processing, it is generally considered another field of its own, sharing many commonalities with the field of NLP.",
10329.txt,The number of studies in each discussed area over the last decade is shown in Fig.,
10330.txt,4,
10331.txt,A.,
10332.txt,Information Retrieval The purpose of IR systems is to help people find the right  information in the right format at the right time .,
10333.txt,"Among many issues in IR, a primary problem that needs addressing pertains to ranking documents with respect to a query string in terms of relevance scores for ad hoc retrieval tasks, similar to what happens in a search engine.",
10334.txt,Deep learning models for ad hoc retrieval match texts of queries to texts of documents to obtain relevance scores.,
10335.txt,"Thus, such models have to focus on producing representations of the interactions among individual words in the query and the documents.",
10336.txt,"Some representation-focused approaches build deep learning models to produce good representations for the texts and then match the representations straightforwardly ,whereas interactionfocused approaches first build local interactions directly and then use DNNs to learn how the two pieces of text match based on word interactions .When matching a long document to a short query, the relevant portion can potentially occur anywhere in the long document and may also be distributed, thus, finding how each word in the query relates to portions of the document is helpful.",
10337.txt,"Mindful of the specific needs for IR, Guo built a neural architecture called DRMM, enhancing an interaction-focused model that feeds quantized histograms of the local interaction intensities to an MLP for matching.",
10338.txt,"In parallel, the query terms go through a small subnetwork on their own to establish term importance and term dependencies.",
10339.txt,The outputs of the two parallel networks are mixed at the top so that the relevance of the document to the query can be better learned.,
10340.txt,DRMM achieved the state-of-the-art performance for its time.,
10341.txt,"Most current neural IR models are not end-to-end relevance rankers, but are rerankers for documents a first-stage efficient traditional ranker has deemed relevant to a query.",
10342.txt,"The representations that the neural rerankers learn are dense for both documents and queries,most documents in a collection seem to be relevant to a query, making it impossible to use such ANNs for ranking an entire collection of documents.",
10343.txt,"In contrast, Zamani presented a standalone neural ranking model called SNRM_PRF that learned sparse representations for both queries and documents, mimicking what traditional approaches do.",
10344.txt,"Since queries are much shorter than documents and queries contain much less information than documents, it makes sense for query representations to be denser.",
10345.txt,"This was achieved by using, during training, a sparsity objective combined with hinge loss.",
10346.txt,"In particular, an n-gram representation for queries and documents was used.",
10347.txt,It passed the embedding of each word separately through an individual MLP and performed average pooling on top.,
10348.txt,"During training, the approach used pseudorelevant documents obtained by retrieving documents using the existing models Authorized licensed use limited to: University of Canberra.",
10349.txt,"The approach created a 20 000-bit-long inverted index for each document using the trained network, just like a traditional endto-end approach.",
10350.txt,"For retrieval, a dot product was computed between query and document representations to obtain the retrieval relevance score.",
10351.txt,"The SNRM_PRF system obtained the best metrics across the board for two large data sets, Robust and ClueWeb.",
10352.txt,"MacAveney extracted query term representations from two pretrained contextualized language models, ELMo and BERT, and used the representations to augment three existing competitive neural ranking architectures for ad hoc document ranking, one of them being DRMM .",
10353.txt,They also presented a joint model that combined BERT's classification vector with these architectures to get benefits from both approaches.,
10354.txt,MacAveney's system called contextualized embeddings for document ranking  improved the performance of all three prior models and produced state-of-the-art results using BERT's token representations.,
10355.txt,B.,
10356.txt,Information Extraction Information extraction extracts explicit or implicit information from the text.,
10357.txt,"The outputs of systems vary, but often, the extracted data and the relationships within it are saved in relational databases.",
10358.txt,"Commonly extracted information includes named entities and relations, events and their participants, temporal information, and tuples of facts.",
10359.txt,"Named Entity Recognition: Named entity recognition  refers to the identification of proper nouns as well as information such as dates, times, prices, and product IDs.",
10360.txt,The multitask approach of Collobert  included the task although no results were reported.,
10361.txt,"In their approach, a simple feedforward network was used, having a context with a fixed-sized window around each word.",
10362.txt,"Presumably, this made it difficult to capture long-distance relations between the words.",
10363.txt,LSTMs were first used for NER by Hammerton .,
10364.txt,"The model, which was ahead of its time, had a small network due to the lack of available computing power at the time.",
10365.txt,"In addition, sophisticated numeric vector models for words were not yet available.",
10366.txt,Results were slightly better than the baseline for English and much better than the baseline for German.,
10367.txt,"Dos Santos used a DNN architecture, known as CharWNN, which jointly used word-level and character-level inputs to perform sequential classification.",
10368.txt,"In this article, a number of experiments were performed using the HAREM I annotated Portuguese corpus , and the SPA CoNLL2002 annotated Spanish corpus .",
10369.txt,"For the Portuguese corpus, CharWNN outperformedthe previous state-ofthe-art system across ten named entity classes.",
10370.txt,It also achieved state-of-the-art performance in Spanish.,
10371.txt,"The authors noted that when used alone, neither word embeddings nor character level embeddings worked.",
10372.txt,This revalidated a fact long known: joint use of word-level and character-level features is important to effective NER performance.,
10373.txt,Chiu and Nichols used a bidirectional LSTM with a character-level CNN resembling those used by dos Santos .,
10374.txt,"Without using any private lexicons, detailed information about linked entities, or elaborate hand-crafted features they produced state-of-the-art results on the CoNLL-2003  and OntoNotes  data sets.",
10375.txt,Lample developed an architecture based on bidirectional LSTMs and conditional random fields.,
10376.txt,The model used both character-level inputs and word embeddings.,
10377.txt,"The inputs were combined and then fed to a bidirectional LSTM, whose outputs were in turn fed to a layer that performed CRF computations .",
10378.txt,"The model, when trained using dropout, obtained stateof-the-art performance in both German and Spanish.",
10379.txt,The LSTM-CRF model was also very close in both English and Dutch.,
10380.txt,The main claim of this study was that state-ofthe-art results were achieved without the use of any handengineered features or gazetteers.,
10381.txt,Akbik  achieved the state-of-the-art performance in German and English NER using a pretrained bidirectional character language model.,
10382.txt,"They retrieved for each word a contextual embedding that they passed into a BiLSTM-CRF sequence labeler to perform NER.Event extraction is concerned with identifying words or phrases that refer to the occurrence of events, along with participants such as agents, objects, recipients, and times of occurrence.",
10383.txt,"Event extraction usually deals with four subtasks: identifying event mentions, or phrases that describe events; identifying event triggers, which are the main words—usually verbs or gerunds—that specify the occurrence of the events; identifying arguments of the events; and identifying arguments' roles in the events.",
10384.txt,"Chen argued that CNNs that use max-pooling are likely to capture only the most important information in a sentence, and as a result, might miss valuable facts when considering sentences that refer to several events.",
10385.txt,"To address this drawback, they divided the feature map into three parts, and instead of using one maximum value, kept the maximum value of each part.",
10386.txt,"In the first stage, they classified each word as either being a trigger word or nontrigger word.",
10387.txt,"If triggers were found, the second stage aligned the roles of arguments.",
10388.txt,Results showed that this approach significantly outperformed other state-of-the-art methods of the time.,
10389.txt,"The following year, Nguyen used an RNN-based encoder–decoder pair to identify event triggers and roles, exceeding earlier results.",
10390.txt,"Liu presented a latent variable neural model to induce event schemas and extract open domain events, achieving the best results on a data set they created and released.",
10391.txt,Relationship Extraction: Another important type of information extracted from the text is that of relationships.,
10392.txt,"These may be possessive, antonymous, or synonymous relationships, or more natural, familial, or geographic relationships.",
10393.txt,"The first deep learning approach was that of Zeng , who used a simple CNN to classify a number of relationships between the elements in sentences.",
10394.txt,"Using only two layers, a window size of three and word embeddings with only 50 dimensions, they attained better results than any prior approach.",
10395.txt,"Further work, by Zheng , used a bidirectional LSTM and a CNN for relationship classification as well as entity recognition.",
10396.txt,"More recently, Sun used an attention-based GRU model with a copy mechanism.",
10397.txt,"This network was novel in its use of a data structure known as a coverage mechanism, which helped ensure that all important information was extracted the correct number Authorized licensed use limited to: University of Canberra.",
10398.txt,Lin achieved the state-of-the-art performance in clinical temporal relation extraction using the pretrained BERT model with supervised training on a biomedical data set.,
10399.txt,Text Classification Another classic application for NLP is text classification or the assignment of free-text documents to predefined classes.,
10400.txt,Document classification has numerous applications.,
10401.txt,Kim was the first to use pretrained word vectors in a CNN for sentence-level classification.,
10402.txt,"Kim's work was motivating, and showed that simple CNNs, with one convolutional layer followed by a dense layer with dropout and softmax output, could achieve excellent results on multiple benchmarks using little hyperparameter tuning.",
10403.txt,"The CNN models proposed were able to improve upon the state of the art on four out of seven different tasks cast as sentence classification, including sentiment analysis and question classification.",
10404.txt,Conneau later showed that networks that employ a large number of convolutional layers work well for document classification.,
10405.txt,Jiang used a hybrid architecture combining a deep belief network and softmax regression .This process was independent of the labeled or classification portion of the task and was therefore initially trained without the softmax regression output layer.,
10406.txt,"Once both sections of the architecture were pretrained, they were combined and trained such as a regular deep neural net with backpropagation and quasi-Newton methods.",
10407.txt,Adhikari  used BERT  to obtain state-ofthe-art classification results on four document data sets.,
10408.txt,"While deep learning is promising for many areas of NLP, including text classification, it is not necessarily the endall-be-all, and many hurdles are still present.",
10409.txt,"Worsham and Kalita  found that for the task of classifying long full-length books by genre, gradient boosting trees are superior to neural networks, including both CNNs and LSTMs.",
10410.txt,Text Generation Many NLP tasks require the generation of human-like language.,
10411.txt,Summarization and machine translation convert one text to another in a sequence-to-sequence fashion.,
10412.txt,"Other tasks, such as image and video captioning and automatic weather and sports reporting, convert nontextual data to text.",
10413.txt,"Some tasks, however, produce text without any input data to convert.",
10414.txt,"These tasks include poetry generation, joke generation, and story generation.",
10415.txt,"Poetry Generation: Poetry generation is arguably the hardest of the generation subtasks, as in addition to producing creative content, the content must be delivered in an esthetic manner, usually following a specific structure.",
10416.txt,"As with most tasks requiring textual output, recurrent models are the standard.",
10417.txt,"However, while recurrent networks are great at learning internal language models, they do a poor job of producing structured output or adhering to any single style.",
10418.txt,Wei addressed the style issue by training using particular poets and controlling for style in Chinese poetry.,
10419.txt,"They found that with enough training data, adequate results could be achieved.The structure problem was addressed by Hopkins and Kiela, who generated rhythmic poetry by training the network on only a single type of poem to ensure the produced poems adhered to a single rhythmic structure.",
10420.txt,"Human evaluators judged poems produced to be of lower quality than, but indistinguishable from, human-produced poems.",
10421.txt,"Another approach to poetry generation, beginning this year, has been to use pretrained language models.",
10422.txt,"Specifically, This study provided astonishing results in the fact that GPT-2 was pretrained on a large English corpus, yet with further training on only a few hundred poems in another language, it turns into a believable generator in that language, even for poetry.",
10423.txt,"Joke and Pun Generation: Another area, which has received little attention, is the use of deep learning for joke and pun generation.",
10424.txt,Yu  generated homographic puns using a small LSTM.,
10425.txt,The network produced sentences in which ambiguities were introduced by words with multiple meanings although it did a poor job of making the puns humorous.,
